"motif","tfs"
"MA0513.1","SMAD6"
"MA0513.1","SMAD7"
"MA0513.1","SMAD1"
"MA0513.1","SMAD2"
"MA0513.1","SMAD3"
"MA0513.1","SMAD5"
"MA0513.1","SMAD9"
"MA0514.1","SOX30"
"MA0514.1","SOX15"
"MA0514.1","SOX7"
"MA0514.1","SOX17"
"MA0514.1","SOX18"
"MA0514.1","SOX8"
"MA0514.1","SOX9"
"MA0514.1","SOX10"
"MA0514.1","SOX5"
"MA0514.1","SOX6"
"MA0514.1","SOX13"
"MA0514.1","SOX4"
"MA0514.1","SOX11"
"MA0514.1","SOX12"
"MA0514.1","SOX1"
"MA0514.1","SOX2"
"MA0514.1","SOX14"
"MA0514.1","SOX21"
"MA0514.1","SRY"
"MA0515.1","SOX30"
"MA0515.1","SOX15"
"MA0515.1","SOX7"
"MA0515.1","SOX17"
"MA0515.1","SOX18"
"MA0515.1","SOX8"
"MA0515.1","SOX9"
"MA0515.1","SOX10"
"MA0515.1","SOX5"
"MA0515.1","SOX13"
"MA0515.1","SOX4"
"MA0515.1","SOX11"
"MA0515.1","SOX12"
"MA0515.1","SOX1"
"MA0515.1","SOX2"
"MA0515.1","SOX3"
"MA0515.1","SOX14"
"MA0515.1","SOX21"
"MA0515.1","SRY"
"MA0516.1","EGR1"
"MA0516.1","EGR2"
"MA0516.1","EGR3"
"MA0516.1","EGR4"
"MA0516.1","KLF1"
"MA0516.1","KLF10"
"MA0516.1","KLF11"
"MA0516.1","KLF12"
"MA0516.1","KLF13"
"MA0516.1","KLF14"
"MA0516.1","KLF15"
"MA0516.1","KLF16"
"MA0516.1","KLF17"
"MA0516.1","KLF2"
"MA0516.1","KLF3"
"MA0516.1","KLF4"
"MA0516.1","KLF5"
"MA0516.1","KLF6"
"MA0516.1","KLF7"
"MA0516.1","KLF8"
"MA0516.1","KLF9"
"MA0516.1","SP1"
"MA0516.1","SP3"
"MA0516.1","SP4"
"MA0516.1","SP5"
"MA0516.1","SP6"
"MA0516.1","SP7"
"MA0516.1","SP8"
"MA0516.1","SP9"
"MA0517.1","STAT2"
"MA0517.1","STAT3"
"MA0517.1","STAT4"
"MA0517.1","STAT5A"
"MA0517.1","STAT5B"
"MA0517.1","STAT6"
"MA0517.1","STAT1"
"MA0517.1","STAT3"
"MA0517.1","STAT4"
"MA0517.1","STAT5A"
"MA0517.1","STAT5B"
"MA0517.1","STAT6"
"MA0518.1","STAT1"
"MA0518.1","STAT2"
"MA0518.1","STAT3"
"MA0518.1","STAT5A"
"MA0518.1","STAT5B"
"MA0518.1","STAT6"
"MA0519.1","STAT1"
"MA0519.1","STAT2"
"MA0519.1","STAT3"
"MA0519.1","STAT4"
"MA0519.1","STAT5B"
"MA0519.1","STAT6"
"MA0519.1","STAT1"
"MA0519.1","STAT2"
"MA0519.1","STAT3"
"MA0519.1","STAT4"
"MA0519.1","STAT5A"
"MA0519.1","STAT6"
"MA0520.1","STAT1"
"MA0520.1","STAT2"
"MA0520.1","STAT3"
"MA0520.1","STAT4"
"MA0520.1","STAT5A"
"MA0520.1","STAT5B"
"MA0521.1","TCF3"
"MA0521.1","TCF4"
"MA0522.2","TCF4"
"MA0522.2","TCF12"
"MA0523.1","TAF1"
"MA0523.1","LEF1"
"MA0523.1","TCF7"
"MA0525.2","TP53"
"MA0525.2","TP73"
"MA0526.1","MXI1"
"MA0526.1","MNT"
"MA0526.1","MLX"
"MA0526.1","MAX"
"MA0526.1","USF1"
"MA0526.1","TFE3"
"MA0526.1","TFEB"
"MA0526.1","TFEC"
"MA0526.1","MITF"
"MA0526.1","MYCN"
"MA0591.1","ATF2"
"MA0591.1","ATF7"
"MA0591.1","CREB5"
"MA0591.1","NFE2L1"
"MA0591.1","NFE2L2"
"MA0591.1","NFE2L3"
"MA0591.1","BACH2"
"MA0591.1","JUNB"
"MA0591.1","JUND"
"MA0591.1","MAFF"
"MA0591.1","MAFG"
"MA0591.1","MAFA"
"MA0591.1","MAFB"
"MA0591.1","NRL"
"MA0592.2","ESR1"
"MA0592.2","ESR2"
"MA0592.2","ESRRB"
"MA0592.2","ESRRG"
"MA0592.2","NR3C1"
"MA0592.2","NR3C2"
"MA0592.2","NR3C3"
"MA0592.2","NR3C4"
"MA0593.1","FOXI1"
"MA0593.1","FOXI2"
"MA0593.1","FOXI3"
"MA0593.1","FOXH1"
"MA0593.1","FOXG1"
"MA0593.1","FOXF1"
"MA0593.1","FOXF2"
"MA0593.1","FOXE1"
"MA0593.1","FOXE3"
"MA0593.1","FOXD1"
"MA0593.1","FOXD4L6"
"MA0593.1","FOXD2"
"MA0593.1","FOXD3"
"MA0593.1","FOXD4"
"MA0593.1","FOXD4L1"
"MA0593.1","FOXD4L3"
"MA0593.1","FOXD4L4"
"MA0593.1","FOXD4L5"
"MA0593.1","FOXC1"
"MA0593.1","FOXC2"
"MA0593.1","FOXB1"
"MA0593.1","FOXB2"
"MA0593.1","FOXS1"
"MA0593.1","FOXR1"
"MA0593.1","FOXR2"
"MA0593.1","FOXQ1"
"MA0593.1","FOXP1"
"MA0593.1","FOXP3"
"MA0593.1","FOXP4"
"MA0593.1","FOXO1"
"MA0593.1","FOXO3"
"MA0593.1","FOXO4"
"MA0593.1","FOXO6"
"MA0593.1","FOXN1"
"MA0593.1","FOXN2"
"MA0593.1","FOXN3"
"MA0593.1","FOXN4"
"MA0593.1","FOXM1"
"MA0593.1","FOXL1"
"MA0593.1","FOXL2"
"MA0593.1","FOXK1"
"MA0593.1","FOXK2"
"MA0593.1","FOXJ1"
"MA0593.1","FOXJ2"
"MA0593.1","FOXJ3"
"MA0593.1","FOXA1"
"MA0593.1","FOXA2"
"MA0593.1","FOXA3"
"MA0594.1","CDX1"
"MA0594.1","CDX2"
"MA0594.1","CDX4"
"MA0594.1","HOXD11"
"MA0594.1","HOXC12"
"MA0594.1","HOXD12"
"MA0594.1","HOXA13"
"MA0594.1","HOXB13"
"MA0594.1","HOXC13"
"MA0594.1","HOXD13"
"MA0594.1","HOXB9"
"MA0594.1","HOXC9"
"MA0594.1","HOXD9"
"MA0594.1","HOXA10"
"MA0594.1","HOXC10"
"MA0594.1","HOXD10"
"MA0594.1","HOXA11"
"MA0594.1","HOXC11"
"MA0594.1","HOXB8"
"MA0594.1","HOXC8"
"MA0594.1","HOXD8"
"MA0594.1","HOXA6"
"MA0594.1","HOXB6"
"MA0594.1","HOXC6"
"MA0594.1","HOXA7"
"MA0594.1","HOXB7"
"MA0594.1","HOXA5"
"MA0594.1","HOXB5"
"MA0594.1","HOXC5"
"MA0594.1","HOXA4"
"MA0594.1","HOXB4"
"MA0594.1","HOXC4"
"MA0594.1","HOXD4"
"MA0594.1","HOXA3"
"MA0594.1","HOXB3"
"MA0594.1","HOXD3"
"MA0594.1","HOXA2"
"MA0594.1","HOXB2"
"MA0594.1","PDX1"
"MA0594.1","MEOX1"
"MA0594.1","MEOX2"
"MA0594.1","MNX1"
"MA0594.1","GSX1"
"MA0594.1","GSX2"
"MA0594.1","GBX1"
"MA0594.1","GBX2"
"MA0594.1","EVX1"
"MA0594.1","EVX2"
"MA0594.1","HOXA1"
"MA0594.1","HOXB1"
"MA0594.1","HOXD1"
"MA0597.1","THAP10"
"MA0597.1","THAP11"
"MA0597.1","PRKRIR"
"MA0597.1","THAP2"
"MA0597.1","THAP3"
"MA0597.1","THAP4"
"MA0597.1","THAP5"
"MA0597.1","THAP6"
"MA0597.1","THAP7"
"MA0597.1","THAP8"
"MA0597.1","THAP9"
"MA0598.2","SPDEF"
"MA0598.2","ETV6"
"MA0598.2","ETV7"
"MA0598.2","SPIB"
"MA0598.2","SPIC"
"MA0598.2","ELF3"
"MA0598.2","ELF5"
"MA0598.2","ELF1"
"MA0598.2","ELF2"
"MA0598.2","ELF4"
"MA0598.2","ELK1"
"MA0598.2","ELK3"
"MA0598.2","ELK4"
"MA0598.2","ETV1"
"MA0598.2","ETV4"
"MA0598.2","ETV5"
"MA0598.2","ERF"
"MA0598.2","ETV2"
"MA0598.2","FLI1"
"MA0598.2","ERG"
"MA0598.2","FEV"
"MA0598.2","ETV3"
"MA0598.2","ETV3L"
"MA0599.1","EGR1"
"MA0599.1","EGR2"
"MA0599.1","EGR3"
"MA0599.1","EGR4"
"MA0599.1","KLF1"
"MA0599.1","KLF10"
"MA0599.1","KLF11"
"MA0599.1","KLF12"
"MA0599.1","KLF13"
"MA0599.1","KLF14"
"MA0599.1","KLF15"
"MA0599.1","KLF16"
"MA0599.1","KLF17"
"MA0599.1","KLF2"
"MA0599.1","KLF3"
"MA0599.1","KLF4"
"MA0599.1","KLF6"
"MA0599.1","KLF7"
"MA0599.1","KLF8"
"MA0599.1","KLF9"
"MA0599.1","SP1"
"MA0599.1","SP2"
"MA0599.1","SP3"
"MA0599.1","SP4"
"MA0599.1","SP5"
"MA0599.1","SP6"
"MA0599.1","SP7"
"MA0599.1","SP8"
"MA0599.1","SP9"
"MA0600.2","RFX1"
"MA0600.2","RFX3"
"MA0600.2","RFX4"
"MA0600.2","RFX5"
"MA0600.2","RFX6"
"MA0600.2","RFX7"
"MA0600.2","RFX8"
"MA0601.1","ARID2"
"MA0601.1","JARID2"
"MA0601.1","ARID5A"
"MA0601.1","ARID5B"
"MA0601.1","ARID4A"
"MA0601.1","ARID4B"
"MA0601.1","ARID3A"
"MA0601.1","ARID3C"
"MA0601.1","ARID1A"
"MA0601.1","ARID1B"
"MA0601.1","KDM5B"
"MA0602.1","ARID2"
"MA0602.1","JARID2"
"MA0602.1","ARID5B"
"MA0602.1","ARID4A"
"MA0602.1","ARID4B"
"MA0602.1","ARID3A"
"MA0602.1","ARID3B"
"MA0602.1","ARID3C"
"MA0602.1","ARID1A"
"MA0602.1","ARID1B"
"MA0602.1","KDM5B"
"MA0603.1","NPAS4"
"MA0603.1","SOHLH1"
"MA0603.1","SOHLH2"
"MA0603.1","TCFL5"
"MA0603.1","NCOA1"
"MA0603.1","NCOA2"
"MA0603.1","NCOA3"
"MA0603.1","ARNT"
"MA0603.1","ARNT2"
"MA0603.1","ARNTL2"
"MA0603.1","CLOCK"
"MA0603.1","NPAS2"
"MA0603.1","AHR"
"MA0603.1","AHRR"
"MA0603.1","SIM1"
"MA0603.1","SIM2"
"MA0603.1","EPAS1"
"MA0603.1","NPAS1"
"MA0603.1","NPAS3"
"MA0604.1","CREBL2"
"MA0604.1","CREBZF"
"MA0604.1","CREB3"
"MA0604.1","CREB3L1"
"MA0604.1","CREB3L2"
"MA0604.1","CREB3L3"
"MA0604.1","CREB3L4"
"MA0604.1","CREM"
"MA0605.1","JDP2"
"MA0605.1","FOSB"
"MA0606.1","NFATC1"
"MA0606.1","NFATC2"
"MA0606.1","NFATC3"
"MA0606.1","NFATC4"
"MA0608.1","CREBL2"
"MA0608.1","CREBZF"
"MA0608.1","CREB3"
"MA0608.1","CREB3L1"
"MA0608.1","CREB3L3"
"MA0608.1","CREB3L4"
"MA0608.1","ATF1"
"MA0608.1","CREM"
"MA0609.1","CREBL2"
"MA0609.1","CREBZF"
"MA0609.1","CREB3"
"MA0609.1","CREB3L1"
"MA0609.1","CREB3L2"
"MA0609.1","CREB3L3"
"MA0609.1","CREB3L4"
"MA0609.1","ATF1"
"MA0610.1","DMRT1"
"MA0610.1","DMRT2"
"MA0610.1","DMRTA1"
"MA0610.1","DMRTA2"
"MA0610.1","DMRTB1"
"MA0610.1","DMRTC2"
"MA0610.1","DMRTC1"
"MA0612.1","NANOG"
"MA0612.1","NOTO"
"MA0612.1","VENTX"
"MA0612.1","BSX"
"MA0612.1","HHEX"
"MA0612.1","HLX"
"MA0612.1","EN1"
"MA0612.1","EN2"
"MA0612.1","EMX2"
"MA0612.1","DLX1"
"MA0612.1","DLX2"
"MA0612.1","DLX3"
"MA0612.1","DLX4"
"MA0612.1","DLX5"
"MA0612.1","DLX6"
"MA0612.1","DBX1"
"MA0612.1","DBX2"
"MA0612.1","VAX1"
"MA0612.1","VAX2"
"MA0612.1","TLX1"
"MA0612.1","TLX2"
"MA0612.1","TLX3"
"MA0612.1","BARX1"
"MA0612.1","BARX2"
"MA0612.1","HMX1"
"MA0612.1","HMX2"
"MA0612.1","HMX3"
"MA0612.1","MSX1"
"MA0612.1","MSX2"
"MA0612.1","LBX1"
"MA0612.1","LBX2"
"MA0612.1","BARHL1"
"MA0612.1","BARHL2"
"MA0612.1","NR2E1"
"MA0613.1","FOXI1"
"MA0613.1","FOXI2"
"MA0613.1","FOXI3"
"MA0613.1","FOXH1"
"MA0613.1","FOXF1"
"MA0613.1","FOXF2"
"MA0613.1","FOXE1"
"MA0613.1","FOXE3"
"MA0613.1","FOXD1"
"MA0613.1","FOXD4L6"
"MA0613.1","FOXD2"
"MA0613.1","FOXD3"
"MA0613.1","FOXD4"
"MA0613.1","FOXD4L1"
"MA0613.1","FOXD4L3"
"MA0613.1","FOXD4L4"
"MA0613.1","FOXD4L5"
"MA0613.1","FOXC1"
"MA0613.1","FOXC2"
"MA0613.1","FOXB1"
"MA0613.1","FOXB2"
"MA0613.1","FOXS1"
"MA0613.1","FOXR1"
"MA0613.1","FOXR2"
"MA0613.1","FOXQ1"
"MA0613.1","FOXP1"
"MA0613.1","FOXP2"
"MA0613.1","FOXP3"
"MA0613.1","FOXP4"
"MA0613.1","FOXO1"
"MA0613.1","FOXO3"
"MA0613.1","FOXO4"
"MA0613.1","FOXO6"
"MA0613.1","FOXN1"
"MA0613.1","FOXN2"
"MA0613.1","FOXN3"
"MA0613.1","FOXN4"
"MA0613.1","FOXM1"
"MA0613.1","FOXL1"
"MA0613.1","FOXL2"
"MA0613.1","FOXK1"
"MA0613.1","FOXK2"
"MA0613.1","FOXJ1"
"MA0613.1","FOXJ2"
"MA0613.1","FOXJ3"
"MA0613.1","FOXA1"
"MA0613.1","FOXA2"
"MA0613.1","FOXA3"
"MA0614.1","FOXI1"
"MA0614.1","FOXI2"
"MA0614.1","FOXI3"
"MA0614.1","FOXH1"
"MA0614.1","FOXG1"
"MA0614.1","FOXF1"
"MA0614.1","FOXF2"
"MA0614.1","FOXE1"
"MA0614.1","FOXE3"
"MA0614.1","FOXD1"
"MA0614.1","FOXD4L6"
"MA0614.1","FOXD2"
"MA0614.1","FOXD3"
"MA0614.1","FOXD4"
"MA0614.1","FOXD4L1"
"MA0614.1","FOXD4L3"
"MA0614.1","FOXD4L4"
"MA0614.1","FOXD4L5"
"MA0614.1","FOXC1"
"MA0614.1","FOXC2"
"MA0614.1","FOXB1"
"MA0614.1","FOXB2"
"MA0614.1","FOXS1"
"MA0614.1","FOXR1"
"MA0614.1","FOXR2"
"MA0614.1","FOXQ1"
"MA0614.1","FOXP1"
"MA0614.1","FOXP2"
"MA0614.1","FOXP3"
"MA0614.1","FOXP4"
"MA0614.1","FOXO1"
"MA0614.1","FOXO3"
"MA0614.1","FOXO4"
"MA0614.1","FOXO6"
"MA0614.1","FOXN1"
"MA0614.1","FOXN2"
"MA0614.1","FOXN3"
"MA0614.1","FOXN4"
"MA0614.1","FOXM1"
"MA0614.1","FOXL1"
"MA0614.1","FOXL2"
"MA0614.1","FOXK1"
"MA0614.1","FOXK2"
"MA0614.1","FOXJ1"
"MA0614.1","FOXJ3"
"MA0614.1","FOXA1"
"MA0614.1","FOXA2"
"MA0614.1","FOXA3"
"MA0615.1","GMEB2"
"MA0616.1","HES1"
"MA0616.1","HEYL"
"MA0616.1","HELT"
"MA0616.1","DEC1"
"MA0616.1","HES3"
"MA0616.1","HES4"
"MA0616.1","HES5"
"MA0616.1","HES6"
"MA0616.1","HES7"
"MA0616.1","HEY1"
"MA0616.1","HEY2"
"MA0617.1","ID1"
"MA0617.1","ID3"
"MA0617.1","ID4"
"MA0618.1","NANOG"
"MA0618.1","NOTO"
"MA0618.1","VENTX"
"MA0618.1","BSX"
"MA0618.1","HHEX"
"MA0618.1","HLX"
"MA0618.1","EN1"
"MA0618.1","EN2"
"MA0618.1","EMX1"
"MA0618.1","EMX2"
"MA0618.1","DLX1"
"MA0618.1","DLX2"
"MA0618.1","DLX3"
"MA0618.1","DLX4"
"MA0618.1","DLX5"
"MA0618.1","DLX6"
"MA0618.1","DBX1"
"MA0618.1","DBX2"
"MA0618.1","VAX1"
"MA0618.1","VAX2"
"MA0618.1","TLX1"
"MA0618.1","TLX2"
"MA0618.1","TLX3"
"MA0618.1","BARX1"
"MA0618.1","BARX2"
"MA0618.1","HMX1"
"MA0618.1","HMX2"
"MA0618.1","HMX3"
"MA0618.1","MSX1"
"MA0618.1","MSX2"
"MA0618.1","LBX2"
"MA0618.1","BARHL1"
"MA0618.1","BARHL2"
"MA0618.1","NR2E1"
"MA0620.1","MXI1"
"MA0620.1","MNT"
"MA0620.1","MLX"
"MA0620.1","MAX"
"MA0620.1","USF1"
"MA0620.1","USF2"
"MA0620.1","TFE3"
"MA0620.1","TFEB"
"MA0620.1","TFEC"
"MA0620.1","MYCN"
"MA0624.1","NFATC2"
"MA0624.1","NFATC3"
"MA0624.1","NFATC4"
"MA0624.1","NFAT5"
"MA0625.1","NFATC1"
"MA0625.1","NFATC2"
"MA0625.1","NFATC4"
"MA0625.1","NFAT5"
"MA0626.1","NPAS4"
"MA0626.1","SOHLH1"
"MA0626.1","SOHLH2"
"MA0626.1","TCFL5"
"MA0626.1","NCOA1"
"MA0626.1","NCOA2"
"MA0626.1","NCOA3"
"MA0626.1","ARNT"
"MA0626.1","ARNT2"
"MA0626.1","ARNTL"
"MA0626.1","ARNTL2"
"MA0626.1","CLOCK"
"MA0626.1","AHR"
"MA0626.1","AHRR"
"MA0626.1","SIM1"
"MA0626.1","SIM2"
"MA0626.1","EPAS1"
"MA0626.1","NPAS1"
"MA0626.1","NPAS3"
"MA0627.1","HDX"
"MA0627.1","HMBOX1"
"MA0627.1","POU6F1"
"MA0627.1","POU6F2"
"MA0627.1","POU5F1"
"MA0627.1","POU5F2"
"MA0627.1","POU4F1"
"MA0627.1","POU4F2"
"MA0627.1","POU4F3"
"MA0627.1","POU3F1"
"MA0627.1","POU3F2"
"MA0627.1","POU3F3"
"MA0627.1","POU3F4"
"MA0627.1","POU2F1"
"MA0627.1","POU2F2"
"MA0627.1","POU1F1"
"MA0628.1","HDX"
"MA0628.1","HMBOX1"
"MA0628.1","POU6F2"
"MA0628.1","POU5F1"
"MA0628.1","POU5F2"
"MA0628.1","POU4F1"
"MA0628.1","POU4F2"
"MA0628.1","POU4F3"
"MA0628.1","POU3F1"
"MA0628.1","POU3F2"
"MA0628.1","POU3F3"
"MA0628.1","POU3F4"
"MA0628.1","POU2F1"
"MA0628.1","POU2F2"
"MA0628.1","POU2F3"
"MA0628.1","POU1F1"
"MA0630.1","HOPX"
"MA0630.1","ISX"
"MA0630.1","LEUTX"
"MA0630.1","NOBOX"
"MA0630.1","OTP"
"MA0630.1","ARGFX"
"MA0630.1","RAX"
"MA0630.1","SEBOX"
"MA0630.1","UNCX"
"MA0630.1","ARX"
"MA0630.1","DPRX"
"MA0630.1","DRGX"
"MA0630.1","GSC"
"MA0630.1","GSC2"
"MA0630.1","ESX1"
"MA0630.1","DUXA"
"MA0630.1","DUX4"
"MA0630.1","VSX1"
"MA0630.1","VSX2"
"MA0630.1","TPRX1"
"MA0630.1","SHOX2"
"MA0630.1","RHOXF1"
"MA0630.1","RHOXF2"
"MA0630.1","RHOXF2B"
"MA0630.1","RAX2"
"MA0630.1","PRRX1"
"MA0630.1","PRRX2"
"MA0630.1","PROP1"
"MA0630.1","PITX1"
"MA0630.1","PITX2"
"MA0630.1","PITX3"
"MA0630.1","PHOX2A"
"MA0630.1","PHOX2B"
"MA0630.1","OTX1"
"MA0630.1","OTX2"
"MA0630.1","CRX"
"MA0630.1","MIXL1"
"MA0630.1","HESX1"
"MA0630.1","ALX1"
"MA0630.1","ALX3"
"MA0630.1","ALX4"
"MA0630.1","ELF3"
"MA0631.1","SIX4"
"MA0631.1","SIX5"
"MA0631.1","SIX6"
"MA0631.1","SIX1"
"MA0631.1","SIX2"
"MA0632.1","NPAS4"
"MA0632.1","SOHLH1"
"MA0632.1","SOHLH2"
"MA0632.1","NCOA1"
"MA0632.1","NCOA2"
"MA0632.1","NCOA3"
"MA0632.1","ARNT"
"MA0632.1","ARNT2"
"MA0632.1","ARNTL"
"MA0632.1","ARNTL2"
"MA0632.1","CLOCK"
"MA0632.1","NPAS2"
"MA0632.1","AHR"
"MA0632.1","AHRR"
"MA0632.1","SIM1"
"MA0632.1","SIM2"
"MA0632.1","EPAS1"
"MA0632.1","NPAS1"
"MA0632.1","NPAS3"
"MA0633.1","BHLHA9"
"MA0633.1","NEUROD1"
"MA0633.1","BHLHE22"
"MA0633.1","BHLHE23"
"MA0633.1","NEUROD2"
"MA0633.1","NEUROD4"
"MA0633.1","NEUROD6"
"MA0633.1","MESP1"
"MA0633.1","MESP2"
"MA0633.1","TCF23"
"MA0633.1","TWIST1"
"MA0633.1","HAND1"
"MA0633.1","HAND2"
"MA0633.1","SCX"
"MA0633.1","PTF1A"
"MA0633.1","TAL1"
"MA0633.1","TAL2"
"MA0633.1","LYL1"
"MA0633.1","NHLH1"
"MA0633.1","NHLH2"
"MA0634.1","HOPX"
"MA0634.1","ISX"
"MA0634.1","LEUTX"
"MA0634.1","NOBOX"
"MA0634.1","OTP"
"MA0634.1","ARGFX"
"MA0634.1","RAX"
"MA0634.1","SEBOX"
"MA0634.1","SHOX"
"MA0634.1","UNCX"
"MA0634.1","ARX"
"MA0634.1","DPRX"
"MA0634.1","DRGX"
"MA0634.1","GSC"
"MA0634.1","GSC2"
"MA0634.1","ESX1"
"MA0634.1","DUXA"
"MA0634.1","DUX4"
"MA0634.1","VSX1"
"MA0634.1","VSX2"
"MA0634.1","TPRX1"
"MA0634.1","SHOX2"
"MA0634.1","RHOXF1"
"MA0634.1","RHOXF2"
"MA0634.1","RHOXF2B"
"MA0634.1","RAX2"
"MA0634.1","PRRX1"
"MA0634.1","PRRX2"
"MA0634.1","PROP1"
"MA0634.1","PITX1"
"MA0634.1","PITX2"
"MA0634.1","PITX3"
"MA0634.1","PHOX2A"
"MA0634.1","PHOX2B"
"MA0634.1","OTX1"
"MA0634.1","OTX2"
"MA0634.1","CRX"
"MA0634.1","MIXL1"
"MA0634.1","HESX1"
"MA0634.1","ALX1"
"MA0634.1","ALX4"
"MA0634.1","ELF3"
"MA0635.1","NANOG"
"MA0635.1","NOTO"
"MA0635.1","VENTX"
"MA0635.1","BSX"
"MA0635.1","HHEX"
"MA0635.1","HLX"
"MA0635.1","EN1"
"MA0635.1","EN2"
"MA0635.1","EMX1"
"MA0635.1","EMX2"
"MA0635.1","DLX1"
"MA0635.1","DLX2"
"MA0635.1","DLX3"
"MA0635.1","DLX4"
"MA0635.1","DLX5"
"MA0635.1","DLX6"
"MA0635.1","DBX1"
"MA0635.1","DBX2"
"MA0635.1","VAX1"
"MA0635.1","VAX2"
"MA0635.1","TLX1"
"MA0635.1","TLX2"
"MA0635.1","TLX3"
"MA0635.1","BARX1"
"MA0635.1","BARX2"
"MA0635.1","HMX1"
"MA0635.1","HMX2"
"MA0635.1","HMX3"
"MA0635.1","MSX1"
"MA0635.1","MSX2"
"MA0635.1","LBX1"
"MA0635.1","LBX2"
"MA0635.1","BARHL1"
"MA0635.1","NR2E1"
"MA0638.1","CREBL2"
"MA0638.1","CREBZF"
"MA0638.1","CREB3L1"
"MA0638.1","CREB3L2"
"MA0638.1","CREB3L3"
"MA0638.1","CREB3L4"
"MA0638.1","ATF1"
"MA0638.1","CREM"
"MA0639.1","HLF"
"MA0639.1","TEF"
"MA0639.1","NFIL3"
"MA0639.1","DDIT3"
"MA0640.1","HOPX"
"MA0640.1","ISX"
"MA0640.1","LEUTX"
"MA0640.1","NOBOX"
"MA0640.1","OTP"
"MA0640.1","ARGFX"
"MA0640.1","RAX"
"MA0640.1","SEBOX"
"MA0640.1","SHOX"
"MA0640.1","UNCX"
"MA0640.1","ARX"
"MA0640.1","DPRX"
"MA0640.1","DRGX"
"MA0640.1","GSC"
"MA0640.1","GSC2"
"MA0640.1","ESX1"
"MA0640.1","DUXA"
"MA0640.1","DUX4"
"MA0640.1","VSX1"
"MA0640.1","VSX2"
"MA0640.1","TPRX1"
"MA0640.1","SHOX2"
"MA0640.1","RHOXF1"
"MA0640.1","RHOXF2"
"MA0640.1","RHOXF2B"
"MA0640.1","RAX2"
"MA0640.1","PRRX1"
"MA0640.1","PRRX2"
"MA0640.1","PROP1"
"MA0640.1","PITX1"
"MA0640.1","PITX2"
"MA0640.1","PITX3"
"MA0640.1","PHOX2A"
"MA0640.1","PHOX2B"
"MA0640.1","OTX1"
"MA0640.1","OTX2"
"MA0640.1","CRX"
"MA0640.1","MIXL1"
"MA0640.1","HESX1"
"MA0640.1","ALX1"
"MA0640.1","ALX3"
"MA0640.1","ALX4"
"MA0640.1","SPDEF"
"MA0640.1","ETV6"
"MA0640.1","ETV7"
"MA0640.1","SPIB"
"MA0640.1","SPIC"
"MA0640.1","EHF"
"MA0640.1","ELF5"
"MA0640.1","ELF1"
"MA0640.1","ELF2"
"MA0640.1","ELF4"
"MA0640.1","ELK1"
"MA0640.1","ELK3"
"MA0640.1","ELK4"
"MA0640.1","ETV1"
"MA0640.1","ETV4"
"MA0640.1","ETV5"
"MA0640.1","ERF"
"MA0640.1","ETV2"
"MA0640.1","FLI1"
"MA0640.1","ERG"
"MA0640.1","FEV"
"MA0640.1","ETV3"
"MA0640.1","ETV3L"
"MA0641.1","SPDEF"
"MA0641.1","ETV6"
"MA0641.1","ETV7"
"MA0641.1","SPIB"
"MA0641.1","SPIC"
"MA0641.1","EHF"
"MA0641.1","ELF3"
"MA0641.1","ELF5"
"MA0641.1","ELF1"
"MA0641.1","ELF2"
"MA0641.1","ELK1"
"MA0641.1","ELK3"
"MA0641.1","ELK4"
"MA0641.1","ETV1"
"MA0641.1","ETV4"
"MA0641.1","ETV5"
"MA0641.1","ERF"
"MA0641.1","ETV2"
"MA0641.1","FLI1"
"MA0641.1","ERG"
"MA0641.1","FEV"
"MA0641.1","ETV3"
"MA0641.1","ETV3L"
"MA0642.1","NANOG"
"MA0642.1","NOTO"
"MA0642.1","VENTX"
"MA0642.1","BSX"
"MA0642.1","HHEX"
"MA0642.1","HLX"
"MA0642.1","EN1"
"MA0642.1","EMX1"
"MA0642.1","EMX2"
"MA0642.1","DLX1"
"MA0642.1","DLX2"
"MA0642.1","DLX3"
"MA0642.1","DLX4"
"MA0642.1","DLX5"
"MA0642.1","DLX6"
"MA0642.1","DBX1"
"MA0642.1","DBX2"
"MA0642.1","VAX1"
"MA0642.1","VAX2"
"MA0642.1","TLX1"
"MA0642.1","TLX2"
"MA0642.1","TLX3"
"MA0642.1","BARX1"
"MA0642.1","BARX2"
"MA0642.1","HMX1"
"MA0642.1","HMX2"
"MA0642.1","HMX3"
"MA0642.1","MSX1"
"MA0642.1","MSX2"
"MA0642.1","LBX1"
"MA0642.1","LBX2"
"MA0642.1","BARHL1"
"MA0642.1","BARHL2"
"MA0642.1","NR2E1"
"MA0643.1","ESR1"
"MA0643.1","ESR2"
"MA0643.1","ESRRA"
"MA0643.1","ESRRB"
"MA0643.1","NR3C1"
"MA0643.1","NR3C2"
"MA0643.1","NR3C3"
"MA0643.1","NR3C4"
"MA0644.1","HOPX"
"MA0644.1","ISX"
"MA0644.1","LEUTX"
"MA0644.1","NOBOX"
"MA0644.1","OTP"
"MA0644.1","ARGFX"
"MA0644.1","RAX"
"MA0644.1","SEBOX"
"MA0644.1","SHOX"
"MA0644.1","UNCX"
"MA0644.1","ARX"
"MA0644.1","DPRX"
"MA0644.1","DRGX"
"MA0644.1","GSC"
"MA0644.1","GSC2"
"MA0644.1","DUXA"
"MA0644.1","DUX4"
"MA0644.1","VSX1"
"MA0644.1","VSX2"
